title;label
Western “Culture” is Wrecking Entire Continents;1
Scalia, Thomas & Alito have totally lost it: The complete and utter incoherence of the conservative Supreme Court justices;0
ISIS: Mortal Threat Or Paper Tiger?;1
Someone left a funny note asking the postman to move a spider;1
In rare foreign trip, Assad flies to Moscow to meet with Putin;0
Former ‘Apprentice’ contestant accuses Trump of groping her during job meeting;0
Hispanic Crowd Boos Marco Rubio off Stage;1
High Court Judges looking for a Truss to support them. More soon.;1
Trump's lean campaign machine relying mostly on donor cash, not his own;0
P. Parenthood Chief Goes Toe-to-Toe with Attackers;0
New Poll: Americans Feel Less Safe After 15 Years Of War;1
If Clinton Campaign Believes WikiLeaks Emails Are Forged, Why Don’t They Prove It!?;1
Justice Department Launches Civil Rights Probe Of Baltimore Police;0
Obama Meets Boy After Deplorable Trump Fans Attack His Wheelchair When He’s Removed From Rally;1
“Honor Our Immigrant Veterans” Replayed;1
Laura Ingraham: The Trump betrayal by Republican elites won't soon be forgotten;0
Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud;1
Sanders wins in Wisconsin, keeping alive his improbable bid for the nomination;0
The unexpected and ingenious strategy of Obama's second term;0
Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral;1
Biggest Election Fraud In History Discovered In The United States;1
South Carolina primary brings high stakes for Marco Rubio and Jeb Bush;0
Duterte Calls US Admin ‘Monkeys’ for Halting Arms Sales;1
Slow start for program to reduce vets' waits at Veterans Affairs facilities, offer private medical care;0
Malaysia to Buy Ships From China in Another Blow to US Regional Dominance;1
Vladimir Putin Condemns Europe for Upholding Child Rape (Video) - Ricky Twisdale;1
Is This A New Escalation? BLACK Chemtrails Reported Around The World!;1
BREAKING : Trump BEATING “Federal Investigation Hillary” by 4% in Michigan’s Absentee Voting – TruthFeed;1
Harry Reid: Obama to Name Scalia Replacement in 3 Weeks;0
Amid campaign troubles, Trump blasts Clinton as 'world-class liar';0
Mitt Romney: Donald Trump is a 'phony, a fraud';0
'We the People' is at risk: Why America needs civics education;0
‘Like Warsaw ghetto’: Attendees attacked, surrounded at Israeli speaker event at London university;1
Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose;1
NSA program reportedly helped US gather evidence against North Korea in Sony hack;0
Donald Trump triumphs in Michigan and Mississippi. Onward, reality show junkies;0
What happens to delegates won by Rubio, other ex-candidates?;0
Sniff your underarms and tell us if you stink...;1
Must Watch: When People Laughed At Donald Trump And Anyone Who Said He Would Win;1
Mired in third, Marco Rubio prepares for a long, drawn-out Republican race;0
Comment on Facebook Daughter’s Day Hoax Is A Sign Of The Times by para kazanmak;1
The Last Confirmation Bias Test of This Election;1
Donald Trump v Bernie Sanders: confusion reigns over possible debate;0
Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary;1
North Dakota Police Arrest Over 140 Pipeline Protesters;1
Paul: Christie embraces Obamacare;0
Ooh Fuck;1
The American Way: Socialism for the Rich, Free Enterprise for the Rest;1
BREAKING: Trump Rushed Off Stage After Alleged Gunman Found in Rally Audience;1
FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV;1
Photo of the day: Miss Russia at the international beauty contest in Tokyo;1
Congressional auditors: VA health care is high-risk;0
Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’;1
Iowa’s Des Moines Register endorses Clinton, Rubio;0
Economic Nationalism: Alternative To Globalism;1
Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia;1
White House looks to scientists to sell Iran deal;0
GOP debate: 's Reality Check Team inspects claims;0
Travel: Conor McGregor’s Guide To New York;1
Lawmakers Who Have Forgotten Iraq Insist They're Right About Iran;0
Kiev officials forced to declare incomes, Ukrainians threaten revolt;1
Congress and its 'outsiders': The critical struggle over who is really in charge;0
Walnuts Are Drugs, Says FDA;1
Hotel CEO Caught Celebrating Using Government to Make Airbnb Illegal So They Can Price Gouge;1
Sanders: Democratic Party hasn't been fair to me;0
Bobby Jindal, raised Hindu, uses story of Christian conversion to woo evangelicals for potential 2016 bid;0
Conservatives in a meltdown: National Review’s confused “Against Trump” issue is an amazing testament to the right’s implosion;0
Reinventing Democracy in America Starts by Voting, Then Building an Accountability Movement;1
PressTV-Huge blast kills 47 in Pakistan's Balochistan;1
What is an "income" tax and where did it come from? NOT the 16th Amendment!;1
Will Latino loathing of Trump drive a voter movement to swing the election?;0
Drudge goes all in for Trump;0
New Study Shows Riots Make America Conservative;0
21 dead at Radison Blu hotel in Mali;0
The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing;1
Anti-terrorism crackdowns may have spurred attackers, Belgian prosecutor says;0
United States – reformation or fracture?, by Thierry Meyssan;1
British PM Refuses To Withdraw Support For Saudi Arabia;1
Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe;0
Proof God is on Duterte’s Side!;1
Obama, Erdogan Discuss Need for Close Cooperation to Counter Daesh;1
Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source;1
North Korea Threatens ‘Sacred’ Nuclear War Against Israel if this country continue supporting ISIS;1
Magnificent Jellyfish Gardens Purify The Water While Growing Food;1
Here's why creating single-payer health care in America is so hard;0
Why Koch and Republican donor network won’t back Trump (+video);0
The Iran Deal and the Cost of Political Polarization | RealClearPolitics;0
A Book Too Dangerous To Read;1
Gowdy reveals subpoena Clinton claims she 'never had';0
Walgreens to close 200 stores, boost cost cutting;0
This Will END Hillary’s Campaign, HILLARY CLINTON IS GOING DOWN;1
US Officials, FBI See No Link Between Trump and Russia;1
‘They Don’t Speak For Me’ — Evangelical PhD SLAMS Religious Right Leaders Supporting Trump;1
Teacher sickout closes most Detroit schools Monday;0
Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh;1
Unsurprisingly, this Ku Klux Klan leaflet has a spelling mistake;1
American Dream, Revisited;1
Lynch's delayed confirmation vote;0
Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine;1
Cloudy economy rains on Obama's parade;0
GOOGLE head Eric Schmidt's secret strategic plan for election...;1
High school, middle school kids now use more e-cigs than tobacco: CDC;0
Sanders focuses on gun violence, immigration as 13,000 attend Arizona rally;0
What happened to Carly Fiorina's presidential hopes? (+video);0
Cruz dominates, Trump falls short again as more states pick delegates;0
Racism is “America’s original sin”: Unless we tell the truth about our history, we’ll never find the way to reconciliation;0
Kevin McCarthy is a total dope: This bumbling yahoo is about to be second in line to the presidency;0
Kp Message 10-30-16… “A Few Things”;1
Top Clinton aide Mills reportedly walks out of FBI interview about emails;0
'America Has Lost' in the Philippines as Duterte Calls for Alliance with Russia and China - Pepe Escobar;1
California's Death Penalty: Mike Ramos v. Kevin Cooper and Proposition 62;1
The quiet global crisis that scares the State Department;0
Camden Yards briefly closed off as Freddie Gray protests intensify in Baltimore;0
8 Things Congress Actually Did This Year;0
Olivia Newton John's Daughter Is Vocal About Plastic Surgery Addiction...Here Are the Family Photos She Doesn't Show - Independent Journal Review;1
Cahill vs. Kalma Debut Album Out Now!;1
Comment on FBI: No link between Trump and Russian government by Christian Zionist;1
"Top Five Clinton Donors Are Jewish" - How Anti-Semitic Is This Fact?;1
Why Congress Doesn't Really Worry About What Most Americans Think;0
Russia And Syria Blamed For Idlib Bombing Hoax;1
FBI Sources believe Clinton Foundation case is “likely moving toward an indictment”;1
Trump wins presidency, defeats Clinton in historic election upset;0
On The Streets Of Baltimore, Trying To Understand The Anger;0
Where’s the partisan polarization on abortion?;0
Mike Pence Is Fine With Trump Sexual Assault But Offended By Voter Suppression;1
Learning Horrors of War from Vets;1
Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits;1
Some Early Voters: Changing their Minds;1
20 Foods That Naturally Unclog Arteries and Prevent Heart Attacks;1
Condell: America’s Moment Of Truth;1
SATAN 2: Russia unvelis an image of its terrifying new ‘SUPERNUKE’ – Western world takes notice;1
Russia Calls Downing Of Its Plane A 'Planned Provocation';0
9th baby dies after heart surgery at a Florida hospital;0
RI's YouTube Channel Tops 100 Thousand Subscribers and 60 Million Views - Damir Marinovich;1
Comment on Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by marlene;1
Dems open convention without Wasserman Schultz;0
America at the Crossroads: Abrogation of Democracy;1
Upcoming proposal in Congress for military action must strike Goldilocks-esq, 'just right' tone;0
Pope brings message of brotherly love to Philadelphia;0
Voters' dilemma: What happens if it's Hillary vs. Trump?;0
Trump Gives 6 Reasons To Vote For Him;1
NY Times: Trump Supporters are Threatening a ‘Violent Revolution’ if Hillary Wins;1
Five Filipino hostages freed by Somali pirates reunite with families;1
Guy Fawkes, The Gun Powder Plot & How False Flags Have Shaped History;1
I'm a black ex-cop, and this is the real truth about race and policing;0
This astonishing chart shows how moderate Republicans are an endangered species;0
Ted Cruz tackles the Wall Street Journal;0
Cory Booker on how America's criminal justice system destroys the American dream;0
Re: Rights? In The New America You Don’t Get Any Rights!;1
OPEC Fails to Agree as U.S. Energy Industry Ramps Up;1
Trump’s audacious Southern spectacle is part of his strategy;0
WW3 Nuclear War Drills World War 3 To Start In Ukraine;1
Facebook user wastes two hours sharing things to impress his insurance company;1
250,000-year-old artifact: The ultimate evidence of ‘Ancient Astronaut’ technology?;1
Expert: ISIL 'highly likely' to launch gas attack in London;0
Obama to Propose Protecting 1.4 Million Acres of Arctic Refuge;0
SHOCK STATEMENT: Anthony Weiner SPEAKS, Drops LEGAL NUKE On Hillary;1
Trump Tower Surrounded By Dump Trucks In Anticipation Of Violence;1
AT&T-Time Warner Merger To Expand Corporate, State Control Of Media;1
Fox News has no shame: Easily duped wingnuts spout phony science and climate-change lies;0
Racist Sign Calls For Lynching Black People To Prevent Them From Getting Equal Rights;1
House OKs bill blocking Planned Parenthood funds, amid shutdown worries;0
Debate: NATO's eastward expansion;1
State of the Union recap: Obama sells optimism to nervous nation;0
Tony Blair suggests a second referendum to reverse Brexit;1
Selected Not Elected: The Election Has Been Stolen;1
Clinton, Trump at First Debate: Was It All America Expected?;0
Harry Reid endorses Chuck Schumer to succeed him as Senate Democratic leader;0
How Scalia's death could change Supreme Court and Election 2016;0
What Trump Will Never Understand About Immigrants;0
Baltimore protests: Crowds stand firm after curfew;0
VIDEO COMPILATION: Pundits and Politicians Insist Donald Trump Cannot Win Election;1
Santorum talks 2016, minimum wage increase;0
Kurds Worried Turkey Will Stab Them in the Back as They Fight ISIS;1
Vicar sacked over orgies, hookers & porn after wife exposes his double life;1
I live in Iran. Here's how sanctions have shaped my life.;0
Make America Vote Again;1
Russia begins airstrikes in Syria U.S. warns of new concerns in conflict;0
Tens of Thousands of Police Expected for Funeral of Slain Officer;0
Walker’s anti-union law has labor reeling in Wisconsin;0
With a bullet: Oil prices headed to the basement;0
WikiLeaks List Exposes At Least 65 Corporate ‘Presstitutes’ Who Colluded to Hide Clinton’s Crimes;1
Ted Cruz, the master strategist, was no match for Trump's cult of personality;0
Ashutosh attempts suicide at protest rally, rescued while proofreading suicide note;1
Obama seeks to end sequester cuts, raise spending caps in budget plan;0
Rieder: Why Stephanopoulos flap matters;0
Netanyahu Defeats Center-Left Rival In Israel's Parliamentary Election;0
Why We Wait For The Future;1
U.S. militia girds for trouble as presidential election nears;1
Continental Gold;1
Political hatefest: Why the media—and the candidates—are dragging down the campaign;0
Comment on A Chinese Boy With The Ability To See In Pitch Black Dark Baffles Scientists (Video) by Adpres Media - Adpres.net;1
Three reasons political polarization is here to stay;0
Badass Patriot Has MASSIVE Surprise For Thieves Who Stole His Trump Sign;1
Can Libertarian nominees Gary Johnson and Bill Weld siphon votes from Trump?;0
The Supreme Court Case That Could Gut Obamacare, Explained In 2 Minutes;0
FBI Officials: No Link Between Donald Trump and Putin…;1
The Democratic Debate Clock: Which Issues Got The Most Time;0
Protesters target Trump buildings in massive street rallies;0
Election 2016: Open Thread;1
FBI PANIC! Hillary LIES In First Press Conference While A LEAKED PHOTO From Her Airplane Reveals The Truth;1
McConnell plan moves Senate closer to deal on Homeland Security funding;0
Louis Farrakhan (Nation of Islam) agrees with Donald Trump about the need for extreme vetting of Muslim immigrants;1
Michael Moore Owes Me $4.99;1
Baking Soda & Coconut Oil Can Kill Cancer: Eye-Opening Evidence;1
Comment on 65 US ‘journalists’ at a private dinner with Hillary Clinton’s team and John Podesta by Debbie Menon;1
OCTOBER GUN SALES SEE MASSIVE SPIKE, SET YET ANOTHER RECORD;1
BREAKING: White House Abandons TPP & TTIP;1
Soros Paid Al Gore MILLIONS to Push ‘Aggressive US Action’ on Global Warming;1
Facebook Faces High Profile Lawsuit Regarding Facial Recognition Technology ‘DeepFace’;1
Only 3 Countries Left Without a ROTHSCHILD Central Bank;1
Chattanooga shooting proves it's time to arm our Armed Forces;0
Names of Oregon victims released, range in age from 18 to 67;0
BUSTED! Pro-Trump PAC Rep Admits To Voter Suppression Campaign Targeting Blacks, Suburban Mothers;1
Debate fact-check: Hillary Clinton and Donald Trump's claims reviewed;0
Kentucky Clerk's Office Issues Same-Sex Marriage License;0
The map is tough for any Republican. It’s completely daunting for Donald Trump.;0
White House makes formal veto threat against Keystone, ACA bills;0
Nonduality and the Consciousness of 'Things' - Thich Nhat Hanh;1
Why do people on the other side seem so unreasonable?;0
The Republican Party ruined conservatism long before Trump: Why they still don’t get it;0
Obamacare is Meant to Fail in Order to Usher in Government-Run Socialist Health Care;1
Megyn Kelly Special: Trump defends tone, says bid will be ‘complete waste’ if he doesn’t win;0
Donald Trump’s grandfather ran Canadian brothel during gold rush, author says;1
At least nine protesters arrested after St. Louis police shooting;0
Workplace Violence or Terrorism? CA Massacre Probe Unfolds;0
I’m with Hillary in November: Listen up, fellow Bernie supporters — you must get behind Clinton to stop Donald Trump;0
CodeSOD: The Wisdom of the Ancients;1
U.S. provides options for drawdown of forces in Afghanistan amid ISIS fears;0
The Media Ignores the Good News On Climate Change;1
The NRA-ification of the Republican Party;0
University of Missouri, please immediately fire employees who taunted media;0
Trump &amp Clinton Were Very Convincing...on How Lousy the Other One Is;0
Meteor, space junk, rocket? Mysterious flash hits Siberia;1
Democrats see map and math working to their advantage in 2016 Senate races;0
Hillary Clinton doesn't need to choose between a reassuring campaign and progressive policies;0
Airstrikes Move To Syria, Target More Than Just ISIS;0
Top US lawmakers strike deal to fast-track trade deals;0
Leftist Hypocrisy On “Peace, Love, And Equality” BRUTALLY Exposed;1
Future Obamacare Costs Keep Falling;0
Yes, Bernie Sanders is not a Democrat — and Hillary represents the very worst of the party;0
ISIS Genocide: Will US Back Up Its Tough Talk?;0
Gary Johnson can’t name a single foreign leader. Can we stop pretending he’s a real alternative now?;0
More Than 1 Million ‘Check In’ On Facebook To Support The Standing Rock Sioux;1
Clinton camp issues clarification on deleted emails, claims ‘every’ message was reviewed;0
America's Trump supporters may be lured to Florida and walled in by US government to maintain peaceful transfer of power after election.;1
There’s nothing suspicious about Trump’s accusers coming forward weeks before the election;0
Re: Vladimir Putin;1
FBI Found "Tens Of Thousands Of Emails" Belonging To Huma Abedin On Weiner's Laptop;1
Who won the debate?;0
Rachel Dolezal has a right to be black (Opinion);0
Tennessee Children with Brittle Bones Suffer in State Care as Mom Charged with SBS;1
Donald Trump May Have Broken The Law To Avoid Paying Federal Income Taxes;1
Who will Hillary Clinton’s ‘basket of deplorables’ comment actually alienate?;0
U.S. officials: No known threat in wake of Paris attack;0
Bad News For Jackson Family As Woman Leaks Star’s Sick $900k Sex Secret;1
FBI debunks Hillary's Conspiracy Theory: Trump is NOT a Russian Agent;1
Megyn Kelly Finally Reveals The Details Of Ailes’ Sexual Harrassment;1
‘Most wanted’ drug baron hands himself in, says life on the run ‘got too much’;1
State Polls: Trump Gains DRAMATICALLY | Daily Wire;1
Johnson & Johnson Loses Yet Another Multimillion Dollar Case Over Baby Powder;1
Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI;1
The Daily 202: Ted Cruz’s war with Matt Drudge could become a huge problem for his campaign;0
Why A Vote For An Establishment Candidate Could Be A Vote For Trump In N.H.;0
U.S. is hitting Islamic State 'harder than ever,' Obama says;0
House Republicans Plan Secret Meeting To Discuss Overthrowing Paul Ryan;1
Inside the war on coal;0
Pope Francis delivers message of 'hope and healing' in address to Congress;0
Scientists Claim That “Most Cancer Research Is Largely A Fraud”;1
Stop poisoning the race debate: How “respectability politics” rears its ugly head — again;0
NATO calls for more troops for face-off against Putin;1
Sorry, Piers, but Joe Walsh just laid claim to the ‘Musket’ nickname with his post-election call to arms;1
Biden Explains Why Hillary Set Up Her Email Server (This Doesn’t Help Her);1
Trump Victory Necessary to Get US Into World War?;1
When Nobody Returns: Palestinians Show They are People, Too;1
The Trump Recession: He’s linked himself to potential economic calamity with Brexit stance;0
Tesla, ‘World’s Safest Car,’ Explodes Like a Bomb;1
Read the Open Letter By Former Federal Prosecutors Criticizing James Comey;1
Do you think there will be as many doom sayers if trump should get in office ?;1
Al Shabaab calls for attack on Mall of America in new video;0
‘Beyonce, Jay Z, Hillary Clinton – You Don’t Represent All Blacks, Women’;1
The Wild Ideas You Missed While Donald Trump Was Talking;0
Saudi Arabia says farewell to King Abdullah;0
Supreme Court rules gay couples nationwide have a right to marry;0
Insiders: Rubio wins, Kasich bombs;0
CONFIRMED: Russia deploys Kuznetsov aircraft carrier to defend Syrian coast;1
Media blackout as hundreds of black teens attack Temple U. students, police, a horse;1
The 6 most important parts of Donald Trump's energy policy;0
Area Liberal No Longer Recognizes Fanciful, Wildly Inaccurate Mental Picture Of Country He Lives In - The Onion - America's Finest News Source;1
When Charlottesville Was Nuked;1
Comment on Seattle council member proposes a MASSIVE fee hike for pot shops by Steven Broiles;1
‘We The People’ Against Tyranny: Seven Principles For Free Government;1
Republican Mark Kirk Just Lost His Race Against Tammy Duckworth With A Single Racist Comment (VIDEO);1
Russophobia: War Party Propaganda    : Information;1
A collection of thoughts about American foreign policy;1
Scalia lies in repose at Supreme Court;0
For the Record's week in review: Trump's list of accusers grows;0
What history tells us about the health of presidents and candidates;0
Solar-powered Pipe desalinates 1.5 billion gallons of drinking water a year for California;1
PHARRELL WILLIAMS BEGS WOMEN TO VOTE HILLARY: SHE’S DISHONEST, BUT SO ARE YOU;1
NBA Team Cancels Anthem Singer After She Tries Wearing Controversial Race Shirt Onto Court;1
Comment on Canadian Air Force Pilot Snaps A Pic Of A UFO During Flight by Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials – Collective Evolution;1
NBC's Baghdad Bob: There Is No FBI Investigation of Hillary | Frontpage Mag;1
Sorry, America, but Trump Can Actually Win;0
President al-Assad: United States and its Western allies are to blame for failure of latest ceasefire;1
Astronomers Think They Have Just Discovered Messages Sent from Aliens;1
Att’y General Loretta Lynch Pleads The 5th When Asked Questions About Obama’s Iran Ransom Payment;1
Trump University 'playbooks' offer glimpse of ruthless business practices;0
Syria casts shadows on 2016 Dems;0
It’s Going to Change RADICALLY With Silver – HUGE Demand Coming | Cliff High;1
Wisconsin primary: 5 things to watch;0
Trump is closer to what most Republicans believe than the ‘establishment’ candidates are;0
The Worst Takes Of 2016 Election: An Unforgiving Retrospective;1
Afraid of What? The Woman Who Accused Trump of Raping Her at 13 Just Dropped Her Lawsuit;1
WW3 averted? Putin congratulates Trump! [Video];1
Clinton takes the fight to Trump;0
Re: Former Congressman Joe Walsh: “If Trump Loses, I’m Grabbing My Musket”;1
An open letter to Donald Trump from Ari Fleischer: Five things you need to do now;0
BREAKING : Wikileaks Reveals More Clinton “Quid Pro Quo” – Bill Meets With Saudi Prince in D.C.;1
Comment on Hillary Clinton failed to disclose $400,000 in pricey presents, private jets and vacations gifted to Bill by Hillary Clinton failed to disclose $400,000 in pricey presents, private jets and vacations gifted to Bill — Fellowship of the Minds | kommonsentsjane;1
GAY TRUMP SUPPORTERS getting death threats from gay people who support a candidate who receives multi-million dollar contributions from countries that execute gays;1
The math is with Hillary: She’s surging in the polls — and many Republicans are in denial;0
Noam Chomsky and Ralph Nader Recently Had Their First Public Conversation (Video);1
The Week That Hillary Clinton 2016 Speculation Moved From Trickle To Stream;0
Boehner's big week;0
Top Clinton Ally Caught Accepting $20k Foreign Donation;1
What is going on with WikiLeaks?;1
Solar Storm Alert;1
The Circus of Liars - America's Three Rings of Evil Clowns;1
Bernie's not-so-secret-weapon;0
Belgian police mount raids prosecutors acknowledge missed opportunities;0
VA secretary apologizes for misstating military service to homeless veteran;0
Ron Paul to Trump: Don't Listen to Neocons!;1
Trump campaign shake-up;0
Republican convention speakers: Ivanka, Newt;0
Congress clears $1.8 trillion tax and spending bills;0
5 things to watch in tonight’s debate;0
Romney tears into GOP for not criticizing Trump;0
How presidents manipulate the media and the public;0
Fact Check: Trump Is Right that Clinton Might Cause WW3;1
The White House insists it has a plan to fight Islamic State and that it’s working;0
Profits & Profiteers – Big Banks, Price Fixing, Profiteering – 30% Price Hike -Poor Farmers – 1940s;1
Hillary’s “Big Tent” is Obama’s “Grand Bargain” on Steroids;1
John McCain: NSA Phone Surveillance Program Is Necessary;0
Charlie Hebdo attack: Three terrorists killed in raids;0
PayPal Founder Blasts "Corrupt Media, Intolerant Left", Defends Trump;1
Donald Trump and the Disabled Reporter: The whole truth and not the spin put on by the media.;1
Campaign finance laws may be making political polarization worse by encouraging ‘purist’ donors.;0
Terrorism Threat: Trump is Right — Profile, Profile, Profile;1
Why Are Some More Altruistic Than Others? Woman Who Nearly Lost Life In Car Crash Attempts To Find Out;1
Sources: Hillary Clinton to launch presidential campaign on Sunday;0
Will Hillary Clinton Get America Back on Track?;1
Defense Bill Would Put 100,000 Untraceable Guns On Streets;0
The Quasi-Legal Coup-Hillary Clinton Information Operations In Election 2016;1
HAPPENING: FBI Reopens Case Against Aggro Granny After New Emails Discovered!;1
Protesting Donald Trump’s Election, Not Wars, Surveillance, or Deportations;0
Teacher To 11 yr Old: 'I Can't Wait Until Trump Is Elected,He's Going To Deport All You Muslims';1
Trump on Clinton: 'She took a short-circuit in the brain';0
Obama’s Definition of “High Integrity”;1
Tonopah Test Range Google Earth imagery 7/22/2016;1
Australia to hunt down anti-vax nurses and prosecute them for disobeying the medical police state;1
Mavs Fans Got Mad At Mark Cuban For Bashing Trump. His Response Is Perfect;1
AP: Pence 'Beside Himself,' Wife Enraged Over Trump Remarks;0
The Yale Record Just Published The BEST Non-Endorsement Of A Candidate EVER!;1
Is GOP establishment learning to like Donald Trump? (+video);0
John Kerry Says It's Unclear Whether Iran Deal Is Within Reach;0
Black Activist Blasts Hillary Clinton Over Wikileaks Revelation;1
At DAPL, Confiscating Cameras as Evidence of Journalism;1
Syria's war: How did we get here?;0
STATE OF GEORGIA FIRES PASTOR BECAUSE OF HIS FAITH GOVERNMENT DIDN’T “APPROVE” BIBLICAL SERMONS;1
Shady accounting underpins Trump’s wealth;0
Two More Hollywood Films For Men That Leave Today’s SJW Movies In The Dust;1
Legend Art Cashin On A Trump Presidency, The New World Order, Gold, Brexit, The Great Depression And Why We Will See Panic;1
Dr. David Duke and Prof. Kevin MacDonald on Duke’s overwhelming victory in the debate;1
What's really behind Clinton's Benghazi grilling?;0
Hillary Is The Perfection of a Corrupt System;1
Saudi Arabia Re-Elected, Russia Loses UN Human Rights Council Place;1
The Hatred that Trump’s Lies will Leave Behind;1
South Korean naval vessel fires warning shots near North Korean patrol amid high tension;0
Coping With Extreme Weather If You’re Stranded Outside;1
Iraqis in Mosul Find US Missiles at Captured Islamic State Base;1
The Story of How the DOJ Tried to Thwart an FBI Investigation Into the Clinton Foundation;1
OnPolitics | 's politics blog;0
Food mixology: When eaten together, these foods can boost health;1
The Deteriorating Situation in Ethiopia;1
New Poll Finds Donald Trump Almost Caught Up with Hillary Clinton;0
Clinton emails on trade deal held until after election - Video;0
How Republicans will choose the next speaker;0
Nerve Disrupting Frequencies Radiating from “Smart” Meters – Information and Perspective;1
Comment on Grinnell College warns against ‘deplorable and problematic’ costumes by Joe;1
Whose Side Is Russia On In Syria?;1
Obama: For All The Things Republicans Blame Me For, Getting Blamed For Rise Of Donald Trump Is "Novel";0
World Proud Of Its Calm, Measured Response To Trump Victory;1
PressTV-US troops could be prosecuted for war crimes;1
The real reason the State Dept is Twitter fighting with the NY Times about Iran;0
Cruz's Methodical Delegate Strategy Narrows Trump's Path To GOP Nomination;0
Hillary Finally Concedes: “This Is Painful and It Will Be for a Long Time”;1
Trump Allows 3 Million People To Escape US;1
Obama To Limit Police Acquisition Of Some Military-Style Equipment;0
Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails;1
Sanders calls Trump 'political coward' over voter suppression report;1
Now Live: View Full Text of Job Postings | Economy;1
Life: If You Love Enamel Pins, You’ll Love This Etsy Shop, And If You Don’t Care About Enamel Pins, You’ll Explode Over This Picture Of A Bulldog Puppy, And If That Doesn’t Do It For You, You’ll Lose Your Shit Over This Amazing-Looking Pizza, And If You Don’t, We’ll Find Something For You;1
Alert News : Putins Army Is Coming For World War3 Against Obama year 2016 New Video!!!;1
Coconut: The Earth’s Most Widespread Medicinal Fruit Plant;1
Venezuela crisis enters dangerous phase as Maduro foes go militant;1
Cable news is in trouble, and it’s more about the news than the cable;0
Ryan flexes muscles in Ways and Means showdown;0
Ho’oponopono: Healing For Ourselves & Our World;1
Immigration Bill Slow to Stir Foes' Passion;0
Kim Kardashian The Queen Of Selfies Retires Her Booty From Breaking The Internet;1
Obama vetoes Keystone XL pipeline bill;0
Will Obama recognize Palestinian state?;1
VIDEO: Proof Hillary’s Frail Health is Becoming an Issue;1
Iraq says it bombed Islamic State leader's convoy;0
Koch Groups To Spend Nearly $1 Billion On 2016;0
If Guns Make Us Safer, Why Not Let Them Into the U.S. Capitol?;0
Is Halloween Evil? Why Witches, Occultists And Satanists Celebrate Halloween And Why You Should Not;1
FBI Investigates Saudi Wife-Abusing Clinton Foundation Donor in Straw Donor Scheme;1
Colorado Cannabis Industry Contributes More to Economy Than All Other Industries: Report;1
5 facts about consistent conservatives;0
Professor Shares Insights on Paranormal, Cannibalism and Vampires.;1
Hillary Admits In Leaked Email That Clinton Donors Are Funding ISIS;1
Billionaire: “Single Digit Millionaires” Are Too Poor to Get Justice In America;1
Planned Parenthood: Abortion pill usage now rivals surgery;1
NeverTrump Radio Host Does 180, Makes BRILLIANT Case for Voting Trump;1
Saudi’s threaten OPEC oil freeze over Iran row;1
Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes;1
Is the US a banana republic? - Putin [Valdai, Part 1 of 1];1
WATCH As Chris Cuomo Tells Rudy Giuliani: You Live In Fact-Free ‘Trumpland’;1
Would Earth Day’s creator have celebrated this Earth Day?;0
To Survive, Evolve - Russia News Now;1
Behind anti-Trump protests, worries that America's promise has dimmed (+video);0
The College Loan Bombshell Hidden in the Budget;0
Trump Vows to Never Change: 'I Am Who I Am';0
GUEST POST: Why I’m Exceptional & Indispensable – by Hillary Clinton - Rob Slane;1
Trump Campaign Bombs in Virginia, Again;0
Trumpocalypse & 5 Ridiculously Outdated Assumptions Every Statist Makes;1
This Is What Making History Looks Like;0
TRUTH: No Apartheid in Israel, Says Black South African Politician;1
The full Ackbar: Right warns Obama war plan is a trap;0
Attacks on abortion providers have increased since the Planned Parenthood videos;0
Hillary Clinton Responds To New FBI Investigation;1
AMAZING VIDEO : Hispanics for Trump in Miami Storm the Polls, HORNS BLASTING, Shouting “USA! TRUMP!” – TruthFeed;1
Battle against Islamic State expands as Egypt bombs Libyan affiliate;0
Fiorina rejects idea of 'affirmative action' in CNN debate change;0
Israel votes: Netanyahu's last-ditch vow to his base – a dead peace process (+video);0
26 WikiLeaks bombshells on Hillary you need to know;1
The struggle continues for a binding treaty to #StopCorporateAbuse;1
Clinton, Dems embrace Arquette's equal pay comment;0
Iran, Finland sign 4 MoUs in Tehran;1
White House Defends FBI Director Comey’s Integrity;0
